id_player,passing_accuracy(%),passes_attempted,passes_completed,crossing_accuracy(%),crosses_attempted,crosses_completed,free_kick_taken,matches_appearance
250196588,80.2,136,118,0,1,0,2,5
250130234,80.2,97,77,22.23,18,4,0,5
250169706,80.2,92,76,33.34,6,2,0,5
250197801,80,112,96,33.34,6,2,0,3
250103562,80,101,77,7.15,14,1,6,4
250013058,80,100,80,25,12,3,7,3
250174830,80,86,71,0,0,0,1,3
250088104,80,73,61,18.52,27,5,0,4
250134661,80,20,16,100,1,1,0,1
250177333,80,15,12,0,0,0,1,1
250198120,80,10,8,0,0,0,1,1
250166680,80,10,8,0,0,0,0,1
250127502,80,5,4,0,1,0,0,1
250128468,79.67,86,68,0,0,0,4,3
250162865,79.6,30,23,0,1,0,0,5
250016833,79.41,147,117,0,1,0,0,5
250102308,79.2,113,99,0,2,0,2,5
250145845,79.2,95,81,50,8,4,3,5
250004363,79,181,144,33.34,9,3,5,5
250085475,79,172,136,0,0,0,8,5
250176450,79,131,104,0,4,0,1,4
250079670,79,124,109,40,10,4,2,3
250051291,79,114,83,0,0,0,4,4
250081207,79,109,93,0,1,0,2,4
250110361,79,103,82,33.34,12,4,3,2
250138250,79,94,76,0,0,0,6,2
250173126,79,84,64,0,3,0,0,5
250003318,79,51,40,50,4,2,0,4
102153,79,49,39,0,1,0,0,2
250080570,79,41,34,50,2,1,1,4
250144297,79,38,28,0,0,0,0,4
250188129,79,14,11,0,1,0,0,1
250196663,79,14,11,0,0,0,0,2
250077679,78.8,200,162,22.23,27,6,14,5
250134304,78.8,108,86,38.47,26,10,0,5
250171067,78.75,155,123,42.86,7,3,1,4
250164785,78.75,119,94,0,3,0,5,4
250079279,78.75,93,74,42.86,7,3,1,4
250064446,78.6,134,104,17.65,17,3,3,5
1905153,78.6,125,93,47.37,19,9,5,5
250097337,78.5,31,24,0,0,0,0,4
250196543,78.41,29,21,0,1,0,0,5
250081720,78.34,69,54,50,2,1,0,3
250052469,78.2,146,114,50,10,5,0,5
250117806,78.2,67,47,35.72,14,5,4,5
250132401,78,240,188,16.67,12,2,14,5
250113211,78,233,187,20,5,1,7,5
250177497,78,110,82,20,5,1,4,5
250089719,78,99,79,7.15,14,1,3,3
250132407,78,87,69,50,2,1,0,5
250097909,78,80,62,0,1,0,0,5
250132730,78,63,49,0,6,0,0,5
250194557,78,23,18,0,0,0,1,1
1906511,78,22,16,0,0,0,2,3
250172227,78,18,14,0,0,0,0,2
250090719,78,9,7,0,0,0,0,1
250169730,77.8,243,192,22.23,9,2,7,5
250065419,77.8,204,158,22.23,9,2,8,5
250117705,77.8,93,73,33.34,6,2,1,5
250078012,77.6,81,64,0,0,0,0,5
250061361,77.5,52,40,0,0,0,0,4
250102901,77.5,39,27,100,2,2,0,4
250143669,77.5,24,21,0,1,0,1,2
250110159,77.34,17,14,0,0,0,0,3
250076574,77,100,78,20,10,2,0,5
250193541,77,59,46,23.08,13,3,0,3
250008901,77,57,44,20,5,1,0,3
250079522,77,22,17,0,1,0,0,1
250141861,76.67,46,34,0,2,0,0,3
250086037,76.6,269,216,42.86,7,3,4,5
250024795,76.5,16,12,0,1,0,1,2
250115192,76.41,118,95,0,4,0,3,5
250118797,76.34,30,23,0,0,0,0,3
250145629,76.25,169,130,25,8,2,2,4
250102035,76.2,98,82,0,0,0,0,5
250200298,76.2,64,54,0,6,0,0,5
250102868,76,147,114,16.67,18,3,20,5
250121533,76,139,106,37.5,16,6,0,4
250029318,76,100,79,0,2,0,0,4
250079383,76,58,45,50,2,1,0,5
250073778,76,42,32,0,0,0,3,1
250023009,75.8,118,91,50,6,3,1,5
250187238,75.8,59,45,0,0,0,0,5
250076357,75.75,181,137,22.23,9,2,6,4
250153634,75.75,72,59,0,7,0,0,4
103806,75.5,34,26,0,0,0,0,2
250101097,75.41,124,99,31.25,16,5,1,5
250064274,75.41,75,55,0,3,0,0,5
250127540,75.41,45,33,0,0,0,0,5
250116067,75.34,39,29,0,4,0,0,3
250134138,75.2,136,108,0,7,0,0,5
250200231,75.2,88,70,36.37,11,4,1,5
250105927,75,97,74,50,2,1,1,5
250197958,75,16,12,0,0,0,0,1
250175393,75,13,12,50,2,1,0,2
250138623,75,12,11,0,1,0,0,2
250099399,75,12,9,0,0,0,0,1
250154458,75,8,6,0,0,0,0,1
250116759,75,8,6,0,0,0,0,1
250140936,75,4,3,0,1,0,0,1
250013022,74.8,143,110,25,8,2,4,5
250181460,74.67,21,16,0,0,0,0,3
250099867,74.5,85,63,0,0,0,3,2
250196712,74.41,72,55,0,6,0,0,5
250117406,74.2,54,42,25,8,2,2,5
250103243,74,145,106,14.29,7,1,9,4
250056189,74,85,71,41.18,17,7,4,3
250187759,73.8,70,53,100,2,2,0,5
250142271,73.75,68,51,16.67,12,2,2,4
250092194,73.67,20,15,0,2,0,0,3
250099671,73.6,84,66,0,7,0,1,5
250124222,73.5,47,34,50,2,1,0,4
250171278,73.2,148,107,0,0,0,12,5
250146674,73.2,118,85,40,5,2,0,5
250112880,73,188,142,28.58,14,4,8,5
250002096,73,88,64,0,1,0,0,5
250163400,72.8,88,67,25,8,2,0,5
250123304,72.75,119,85,0,0,0,8,4
